n1c(N)[nH]c(=O)c2c1NC[C@@H](N2)[C@@H](O)[C@H](C)O	4LVX_H4B_A_101	4LVX
c1(ccc(cc1)C(=O)N)CCc1c[nH]c2c1c(=O)nc([nH]2)N	4LVY_LYA_A_101	4LVY
[nH]1cnc2c1nc(N)nc2N	4LVZ_6AP_A_101	4LVZ
Nc1nc(nc2c1cncn2)N	4LX5_29G_A_501	4LX5
[nH]1c(=O)c2cncnc2nc1N	4LX6_29H_A_601	4LX6
NCCCNCCCCNCCCN	4NFO_SPM_C_101	4NFO
[C@H]1([C@@H]([C@H]([C@@H]([C@@H](CN)O1)O)O)O)O[C@@H]1[C@H](C[C@@H](NC(=O)[C@H](CCN)O)[C@@H]([C@H]1O)O[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@H](O1)CO)N	4P20_AKN_A_101	4P20
NCCCNCCCCNCCCN	4P5J_SPM_A_115	4P5J
O1CC[NH+](CC1)CCS(=O)(=O)[O-]	4P95_MES_A_601	4P95
[C@@H]1([C@@H](CN)O[C@@H]([C@@H]([C@H]1O)N)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)NC(=O)[C@H](CCN)O)O)O[C@H]1[C@@H]([C@@H]([C@@H](CO)O1)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](CN)O1)O)O)N)O)F	4PDQ_NMZ_B_101	4PDQ
[P@]1(=O)(O)OC[C@H]2O[C@H]([C@@H]([C@@H]2O[P@](=O)(O)OC[C@H]2O[C@H]([C@@H]([C@@H]2O1)O)n1cnc2c(N)ncnc12)O)n1cnc2c(N)ncnc12	4QK8_2BA_A_201	4QK8
[P@]1(=O)(O)OC[C@H]2O[C@H]([C@@H]([C@@H]2O[P@](=O)(O)OC[C@H]2O[C@H]([C@@H]([C@@H]2O1)O)n1cnc2c(N)ncnc12)O)n1cnc2c(N)ncnc12	4QK9_2BA_A_201	4QK9
O=c1[nH]c(N)nc2c1ncn2[C@H]1[C@H](O)[C@H]2[C@H](O1)CO[P@@](=O)(O[C@@H]1[C@@H](CO[P@](=O)(O2)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N)O	4YAZ_4BW_R_106	4YAZ
[P@@]1(=O)(O)OC[C@H]2O[C@H]([C@@H]([C@@H]2O[P@](=O)(O)OC[C@H]2O[C@H]([C@@H]([C@@H]2O1)O)n1cnc2c(=O)[nH]c(N)nc12)O)n1cnc2c(=O)[nH]c(N)nc12	4YB0_C2E_R_102	4YB0
O=C(N)c1c(N)n(cn1)[C@H]1[C@@H]([C@H](O)[C@H](O1)COP(=O)(O)O)O	4ZNP_AMZ_A_101	4ZNP
[C@H]1([C@@H]([C@H]([C@H]([C@@H](CN)O1)F)O)N)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O)O	5BWS_V71_B_100	5BWS
[C@H]1([C@@H]([C@H]([C@@H]([C@@H](CN)O1)F)O)N)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O)O	5BXK_S81_B_301	5BXK
